Version	Set	Item 1	Item 2	Item 3	Item 4	Item 5	Item 6
856	2	12	16	3	2	4	7
856	3	25	26	10	3	13	23
856	4	22	27	9	7	10	18
856	5	23	24	8	4	11	21
856	6	18	29	8	2	13	17
856	7	24	28	19	13	20	22
856	8	27	29	15	14	21	25
856	9	20	30	7	6	8	15
856	10	25	28	2	1	9	11
856	11	17	19	3	1	5	15
856	12	26	30	12	5	21	22
856	13	20	26	4	1	14	18
856	14	16	24	6	5	9	14
856	15	29	30	11	10	16	19
857	1	14	19	4	5	8	25
857	2	23	25	16	17	21	29
857	3	15	20	10	13	14	26
857	4	9	22	2	5	6	23
857	5	24	26	2	17	19	28
857	6	24	25	6	15	18	30
857	7	22	26	4	11	12	30
857	8	22	27	3	10	19	29
857	9	20	23	3	7	11	24
857	10	21	28	1	9	10	30
857	11	12	15	7	8	9	16
857	12	20	21	5	12	18	27
857	13	13	28	4	6	7	29
857	14	13	17	1	3	8	18
857	15	14	16	1	2	11	27
858	1	17	19	8	16	30	20
858	2	10	23	1	2	29	26
858	3	9	20	5	7	23	22
858	4	12	16	1	7	28	27
858	5	22	25	4	14	30	26
858	6	13	17	6	9	29	21
858	7	18	21	4	5	27	24
858	8	15	18	11	12	30	29
858	9	11	13	7	8	26	24
858	10	4	9	2	3	28	19
858	11	15	17	1	3	24	22
858	12	15	19	6	14	27	23
858	13	6	8	2	5	25	12
858	14	11	16	3	10	25	21
858	15	14	18	10	13	28	20
859	1	25	24	15	17	30	1
859	2	13	11	7	10	29	1
859	3	26	23	12	17	28	11
859	4	9	5	3	4	19	1
859	5	15	14	7	9	28	6
859	6	24	18	9	10	26	8
859	7	16	14	5	8	17	2
859	8	25	23	6	18	27	4
859	9	27	26	14	22	29	3
859	10	22	21	8	20	25	7
859	11	19	12	6	10	20	2
859	12	23	20	13	16	24	3
859	13	29	21	12	18	30	5
859	14	28	22	4	13	30	2
859	15	21	19	15	16	27	11
860	1	9	26	8	12	29	6
860	2	20	28	18	22	29	17
860	3	4	19	3	17	25	1
860	4	21	29	14	27	30	13
860	5	13	25	12	23	28	5
860	6	16	21	12	18	24	1
860	7	14	19	11	15	20	5
860	8	15	22	8	16	30	3
860	9	9	24	7	17	30	5
860	10	10	19	7	18	27	6
860	11	6	21	3	20	23	2
860	12	9	15	4	10	28	2
860	13	11	25	8	24	27	2
860	14	11	22	10	13	26	1
860	15	14	23	7	16	26	4
861	1	16	3	26	18	25	11
861	2	22	3	30	27	29	7
861	3	10	6	25	19	24	7
861	4	11	2	28	12	15	8
861	5	10	3	17	13	14	8
861	6	19	8	30	20	23	18
861	7	17	1	28	25	27	9
861	8	20	2	26	21	24	17
861	9	9	4	22	10	11	5
861	10	15	5	27	23	24	14
861	11	12	4	30	14	26	6
861	12	15	9	29	16	20	13
861	13	13	1	22	19	21	12
861	14	16	4	28	21	23	7
861	15	5	1	29	6	18	2
862	1	24	15	3	5	20	13
862	2	29	25	8	16	26	20
862	3	28	13	2	6	18	8
862	4	22	14	1	8	15	10
862	5	28	20	9	14	21	17
862	6	29	13	4	9	27	11
862	7	30	17	11	12	26	15
862	8	30	27	7	22	28	24
862	9	25	19	4	6	24	14
862	10	21	12	6	7	16	10
862	11	29	19	2	3	22	12
862	12	30	21	1	3	23	4
862	13	27	19	16	17	23	18
862	14	25	11	1	5	18	7
862	15	26	10	2	5	23	9
863	1	21	13	6	14	18	25
863	2	29	22	14	26	28	30
863	3	27	11	10	13	24	28
863	4	17	3	2	11	16	26
863	5	25	7	4	10	23	26
863	6	20	13	5	15	16	30
863	7	21	7	3	12	20	28
863	8	24	4	1	15	21	29
863	9	14	3	1	8	9	27
863	10	23	6	5	17	22	27
863	11	23	11	1	12	19	30
863	12	18	5	2	7	8	29
863	13	19	9	4	16	18	22
863	14	12	6	2	9	10	15
863	15	24	17	8	19	20	25
864	1	5	22	25	7	2	12
864	2	10	23	26	18	9	19
864	3	13	18	24	15	7	17
864	4	10	25	29	14	1	16
864	5	10	27	30	12	8	13
864	6	11	27	29	19	2	24
864	7	7	16	21	8	3	9
864	8	2	23	28	8	1	17
864	9	6	25	30	15	4	23
864	10	4	26	28	11	3	12
864	11	14	21	30	17	11	20
864	12	5	24	26	6	1	21
864	13	5	20	27	16	4	18
864	14	6	19	22	13	3	14
864	15	15	28	29	20	9	22
865	1	9	25	23	20	14	27
865	2	3	22	14	12	5	28
865	3	2	19	18	14	13	21
865	4	1	26	21	12	6	30
865	5	1	25	19	15	10	29
865	6	2	23	16	10	6	28
865	7	11	26	22	20	16	29
865	8	4	17	13	12	7	20
865	9	2	11	8	4	3	15
865	10	1	27	24	17	8	28
865	11	4	25	24	18	16	30
865	12	3	24	21	9	7	29
865	13	5	23	19	17	11	30
865	14	5	13	10	9	8	26
865	15	6	22	18	15	7	27
866	1	25	23	1	9	7	28
866	2	21	20	1	16	12	24
866	3	28	27	2	24	17	30
866	4	24	15	3	13	5	29
866	5	22	16	9	13	10	26
866	6	18	16	6	8	7	29
866	7	29	26	11	23	21	30
866	8	25	15	4	12	8	30
866	9	22	21	3	19	6	28
866	10	20	15	9	14	11	27
866	11	23	10	4	6	5	27
866	12	25	18	2	14	3	26
866	13	19	13	2	7	4	20
866	14	18	17	10	12	11	19
866	15	17	14	1	8	5	22
867	1	20	6	17	13	9	11
867	2	26	1	22	15	9	14
867	3	27	5	24	14	12	13
867	4	30	1	28	20	4	19
867	5	29	13	25	23	19	21
867	6	23	4	18	12	7	9
867	7	28	5	25	15	6	7
867	8	29	1	17	12	3	10
867	9	21	4	16	14	8	11
867	10	29	2	26	18	6	16
867	11	26	3	25	24	8	20
867	12	27	8	19	18	10	15
867	13	30	2	24	11	7	10
867	14	30	3	23	22	5	16
867	15	28	2	27	22	17	21
868	1	19	6	23	9	27	24
868	2	7	2	10	3	19	16
868	3	18	1	24	11	28	25
868	4	11	5	12	7	20	17
868	5	18	2	20	13	27	26
868	6	8	1	10	6	30	20
868	7	16	8	21	13	29	25
868	8	22	4	27	17	30	29
868	9	11	3	13	9	30	15
868	10	15	4	19	12	26	25
868	11	8	3	14	5	24	22
868	12	5	2	9	4	28	21
868	13	14	6	26	7	29	28
868	14	18	10	21	12	23	22
868	15	15	1	16	14	23	17
869	1	2	27	8	24	22	10
869	2	3	28	7	24	23	16
869	3	1	29	8	20	15	12
869	4	3	26	8	17	14	9
869	5	1	27	3	18	11	4
869	6	2	13	5	12	9	6
869	7	12	28	19	27	25	21
869	8	4	25	5	22	17	16
869	9	2	21	11	20	16	14
869	10	1	30	9	23	22	19
869	11	4	26	6	20	19	7
869	12	13	29	14	25	23	18
869	13	6	28	10	18	17	15
869	14	13	30	15	26	24	21
869	15	5	30	7	29	11	10
870	1	19	14	12	20	2	9
870	2	26	20	13	27	1	8
870	3	28	18	15	30	7	9
870	4	23	18	13	29	5	12
870	5	17	13	7	22	2	4
870	6	28	26	22	29	3	19
870	7	19	16	15	24	5	8
870	8	17	10	8	30	3	6
870	9	26	25	21	30	11	12
870	10	21	20	15	23	4	10
870	11	16	14	11	29	4	6
870	12	24	22	11	27	9	10
870	13	24	18	6	25	1	2
870	14	21	17	14	28	1	5
870	15	25	23	16	27	3	7
871	1	8	2	15	3	5	22
871	2	18	1	20	4	15	26
871	3	14	3	24	4	10	27
871	4	17	6	21	10	16	29
871	5	22	4	28	6	11	30
871	6	23	8	25	16	20	30
871	7	20	3	28	9	12	29
871	8	10	1	12	2	7	25
871	9	23	1	24	17	19	28
871	10	19	8	21	9	14	26
871	11	27	5	29	7	19	30
871	12	13	7	15	9	11	17
871	13	21	5	24	11	18	25
871	14	23	2	26	6	13	27
871	15	16	12	18	13	14	22
872	1	21	3	9	2	7	5
872	2	28	11	26	7	23	14
872	3	24	3	23	1	18	12
872	4	28	10	27	4	24	21
872	5	23	10	22	9	16	15
872	6	25	7	19	1	17	16
872	7	29	16	21	13	20	18
872	8	28	6	17	2	13	12
872	9	30	12	29	5	26	15
872	10	29	11	24	6	22	19
872	11	26	6	25	4	20	9
872	12	30	2	22	1	8	4
872	13	25	8	14	5	13	10
872	14	27	11	18	8	17	15
872	15	30	14	27	3	20	19
873	1	17	30	16	22	20	19
873	2	7	23	1	22	13	8
873	3	5	20	3	18	13	10
873	4	5	30	4	26	15	9
873	5	7	29	4	18	14	12
873	6	12	27	6	23	20	15
873	7	11	29	2	28	22	15
873	8	12	26	1	25	21	17
873	9	7	28	3	26	24	16
873	10	18	30	11	24	23	21
873	11	9	29	6	25	16	13
873	12	5	28	1	27	19	14
873	13	3	27	2	21	9	8
873	14	6	24	2	17	14	10
873	15	8	25	4	19	11	10
874	1	6	5	8	26	21	13
874	2	20	18	24	29	28	26
874	3	6	4	10	23	20	14
874	4	7	3	8	30	23	19
874	5	9	8	14	27	24	22
874	6	10	2	25	30	28	27
874	7	6	3	15	22	18	17
874	8	2	1	11	15	14	13
874	9	3	1	10	29	21	12
874	10	11	9	12	26	25	19
874	11	4	2	5	19	18	16
874	12	11	7	16	29	27	17
874	13	13	12	16	28	23	22
874	14	7	4	15	25	24	21
874	15	5	1	9	30	20	17
875	1	14	20	27	4	5	25
875	2	5	12	23	2	3	17
875	3	12	15	26	4	8	18
875	4	13	16	18	10	11	17
875	5	9	10	23	1	4	21
875	6	14	15	29	3	10	19
875	7	13	19	24	7	12	20
875	8	8	19	28	1	2	22
875	9	9	11	25	3	7	22
875	10	7	16	27	2	6	21
875	11	17	25	30	6	8	29
875	12	24	26	29	1	11	27
875	13	16	20	30	9	15	28
875	14	18	23	28	6	14	24
875	15	21	22	30	5	13	26
876	1	17	10	28	12	30	27
876	2	11	3	20	5	22	18
876	3	9	2	16	4	23	15
876	4	11	1	21	4	29	12
876	5	11	6	25	9	27	19
876	6	6	3	26	4	30	13
876	7	5	1	7	2	28	6
876	8	20	14	25	15	30	21
876	9	14	2	19	10	26	18
876	10	19	13	23	17	29	22
876	11	14	1	22	8	27	16
876	12	13	8	24	9	28	20
876	13	8	3	15	7	29	10
876	14	18	7	24	12	25	23
876	15	17	5	24	16	26	21
877	1	25	13	22	14	26	28
877	2	26	6	21	20	27	30
877	3	19	5	12	9	21	24
877	4	15	1	14	9	16	20
877	5	20	3	19	10	23	25
877	6	18	2	17	9	25	29
877	7	22	10	12	11	27	29
877	8	18	5	8	7	27	28
877	9	17	1	8	4	21	22
877	10	6	2	5	3	13	16
877	11	15	2	11	8	19	26
877	12	24	1	23	6	28	29
877	13	14	3	12	4	18	30
877	14	17	7	16	11	23	30
877	15	13	4	10	7	15	24
878	1	14	8	22	3	24	13
878	2	19	15	25	2	27	16
878	3	20	13	21	11	26	19
878	4	17	5	23	4	29	13
878	5	22	17	27	12	30	21
878	6	20	2	22	1	29	9
878	7	18	4	27	1	28	6
878	8	10	4	24	2	30	7
878	9	16	6	26	5	30	14
878	10	15	9	26	3	28	12
878	11	10	5	11	1	15	8
878	12	25	14	28	10	29	21
878	13	17	7	18	3	25	11
878	14	20	16	23	12	24	18
878	15	9	7	19	6	23	8
879	1	10	26	13	29	24	2
879	2	8	16	10	28	12	6
879	3	5	25	12	30	22	2
879	4	4	9	5	11	6	1
879	5	4	29	23	30	28	3
879	6	14	24	17	28	18	9
879	7	3	17	7	25	13	1
879	8	15	20	17	29	19	6
879	9	7	26	12	27	20	4
879	10	15	24	21	27	23	5
879	11	14	21	16	22	20	3
879	12	7	16	11	18	15	2
879	13	11	23	14	25	19	10
879	14	9	22	13	27	19	8
879	15	8	26	18	30	21	1
880	1	21	16	22	19	13	25
880	2	15	6	20	9	3	25
880	3	26	2	27	11	1	30
880	4	14	10	21	11	7	23
880	5	19	7	24	9	1	29
880	6	20	12	22	14	5	27
880	7	12	4	18	11	3	19
880	8	21	8	24	20	2	28
880	9	16	5	17	9	2	18
880	10	25	10	28	17	4	30
880	11	12	8	15	10	1	16
880	12	14	6	26	8	4	29
880	13	23	13	29	15	5	30
880	14	18	7	27	13	6	28
880	15	23	17	24	22	3	26
881	1	23	9	2	24	19	7
881	2	27	14	4	28	15	6
881	3	24	12	4	26	18	11
881	4	21	14	2	22	20	11
881	5	23	12	3	30	15	5
881	6	25	18	8	30	22	17
881	7	21	13	5	28	17	7
881	8	10	8	5	11	9	6
881	9	27	20	1	30	26	7
881	10	19	8	1	29	13	4
881	11	26	15	2	29	17	10
881	12	27	16	3	29	22	9
881	13	18	14	10	23	16	13
881	14	25	19	12	28	20	16
881	15	24	6	1	25	21	3
882	1	16	4	20	27	6	7
882	2	13	4	21	29	5	12
882	3	17	1	21	22	7	10
882	4	25	1	29	30	16	23
882	5	11	6	19	29	9	10
882	6	21	2	26	28	3	16
882	7	18	5	23	24	7	14
882	8	17	9	23	26	12	15
882	9	22	5	26	27	8	11
882	10	22	2	24	30	13	19
882	11	14	3	25	27	9	13
882	12	18	3	19	20	8	17
882	13	24	10	25	28	12	20
882	14	18	4	28	30	11	15
882	15	8	1	14	15	2	6
883	1	6	25	20	21	3	23
883	2	10	30	12	26	3	27
883	3	13	27	15	20	7	22
883	4	9	20	12	14	5	18
883	5	5	28	16	19	1	27
883	6	8	22	11	12	2	19
883	7	4	30	8	9	1	25
883	8	10	24	14	17	6	19
883	9	14	29	21	22	4	26
883	10	6	28	11	13	4	18
883	11	9	28	23	24	7	26
883	12	11	30	16	17	7	21
883	13	2	29	3	13	1	24
883	14	10	25	15	16	2	18
883	15	8	29	15	17	5	23
884	1	23	25	29	3	20	21
884	2	15	27	29	4	13	14
884	3	23	27	28	9	12	22
884	4	17	20	28	5	6	13
884	5	18	19	27	1	5	10
884	6	9	19	29	2	6	8
884	7	14	17	26	7	9	11
884	8	8	12	26	1	3	4
884	9	16	20	22	4	7	10
884	10	22	24	26	2	5	21
884	11	17	21	30	8	10	15
884	12	13	16	18	2	3	11
884	13	18	25	30	6	7	12
884	14	24	25	28	1	11	15
884	15	23	24	30	14	16	19
885	1	3	1	8	26	28	14
885	2	14	6	17	25	30	19
885	3	11	8	13	24	30	18
885	4	5	2	6	20	29	13
885	5	14	12	18	23	27	20
885	6	9	1	16	19	29	18
885	7	12	7	13	22	26	17
885	8	7	2	11	25	28	21
885	9	9	3	10	21	30	20
885	10	4	3	7	27	29	24
885	11	5	1	10	12	15	11
885	12	4	2	8	16	17	15
885	13	9	6	15	27	28	22
885	14	5	4	19	23	26	21
885	15	16	10	22	24	25	23
886	1	10	12	19	3	29	8
886	2	10	15	23	4	28	9
886	3	7	15	26	3	30	5
886	4	14	15	22	6	25	8
886	5	13	16	27	6	28	7
886	6	19	20	24	14	28	18
886	7	17	18	23	5	29	6
886	8	21	24	27	9	29	11
886	9	10	14	27	1	30	2
886	10	16	20	25	9	26	12
886	11	13	17	24	2	25	3
886	12	16	17	21	4	30	8
886	13	13	19	23	1	26	11
886	14	5	11	20	2	22	4
886	15	12	18	21	1	22	7
887	1	13	27	20	29	11	8
887	2	14	23	20	26	6	1
887	3	7	10	8	12	3	1
887	4	9	14	13	18	7	2
887	5	24	26	25	27	18	16
887	6	15	27	21	30	2	1
887	7	19	26	21	29	4	3
887	8	19	23	22	24	13	12
887	9	17	28	18	30	8	4
887	10	9	17	15	24	6	3
887	11	17	25	22	29	10	2
887	12	16	23	21	28	11	9
887	13	6	11	7	22	5	4
887	14	15	25	20	28	12	5
887	15	14	19	16	30	10	5
888	1	13	23	22	2	17	29
888	2	14	28	25	7	16	30
888	3	9	14	13	3	11	15
888	4	11	24	22	1	18	28
888	5	3	20	12	1	4	26
888	6	5	19	16	1	13	21
888	7	8	22	21	7	12	27
888	8	3	18	10	2	8	25
888	9	11	27	20	6	17	30
888	10	6	28	19	4	8	29
888	11	15	23	18	4	16	27
888	12	7	20	15	5	10	29
888	13	14	24	19	10	17	26
888	14	5	24	12	2	9	30
888	15	9	25	23	6	21	26
889	1	3	2	17	5	9	30
889	2	14	7	26	24	25	30
889	3	21	5	24	22	23	28
889	4	12	11	26	17	19	28
889	5	14	6	27	19	22	29
889	6	4	3	26	16	21	29
889	7	7	2	20	8	12	29
889	8	4	2	27	13	18	28
889	9	8	4	15	9	14	23
889	10	3	1	20	6	18	24
889	11	10	7	18	11	15	21
889	12	5	1	25	8	11	27
889	13	13	10	23	19	20	30
889	14	13	6	17	15	16	25
889	15	9	1	16	10	12	22
890	1	9	15	10	4	24	20
890	2	6	9	8	2	27	23
890	3	18	24	23	12	30	25
890	4	8	11	10	1	30	13
890	5	3	19	10	2	26	25
890	6	11	14	12	9	29	17
890	7	7	22	16	4	29	25
890	8	5	26	18	1	29	27
890	9	4	11	5	2	28	21
890	10	7	19	14	6	30	21
890	11	5	8	7	3	20	12
890	12	13	15	14	3	27	22
890	13	17	22	19	1	28	24
890	14	16	21	17	15	26	23
890	15	13	18	16	6	28	20
891	1	26	19	3	27	25	8
891	2	24	20	3	29	21	18
891	3	24	9	4	26	11	6
891	4	15	9	2	21	10	8
891	5	22	15	1	25	18	12
891	6	20	14	4	25	17	7
891	7	28	7	2	29	27	5
891	8	19	14	5	22	16	9
891	9	29	17	1	30	26	10
891	10	24	16	1	27	23	13
891	11	14	11	2	23	12	3
891	12	22	17	11	28	21	13
891	13	13	10	6	19	12	7
891	14	23	15	5	30	20	6
891	15	28	16	4	30	18	8
892	1	28	10	9	20	2	5
892	2	29	17	13	18	5	8
892	3	27	24	21	26	18	20
892	4	30	21	19	29	4	6
892	5	25	21	15	22	10	12
892	6	28	12	8	23	4	7
892	7	20	12	6	17	1	3
892	8	22	16	11	18	1	7
892	9	26	23	19	25	5	16
892	10	30	22	14	27	2	8
892	11	28	25	13	27	6	11
892	12	24	14	10	16	3	4
892	13	29	23	15	24	1	2
892	14	30	13	9	26	3	7
892	15	19	15	14	17	9	11
893	1	30	28	8	4	6	23
893	2	24	23	14	2	13	16
893	3	29	26	22	2	12	25
893	4	29	28	17	11	16	21
893	5	27	21	4	2	3	10
893	6	29	20	13	3	6	15
893	7	25	11	8	3	7	9
893	8	28	22	13	1	7	18
893	9	21	20	18	9	14	19
893	10	27	25	20	1	5	23
893	11	24	18	12	8	10	15
893	12	30	26	14	5	11	15
893	13	19	16	7	4	5	12
893	14	30	27	22	9	17	24
893	15	26	19	10	1	6	17
894	1	19	23	25	8	26	2
894	2	13	18	20	11	26	3
894	3	10	15	24	8	27	5
894	4	7	21	29	3	30	2
894	5	9	20	23	5	30	1
894	6	14	16	19	11	21	5
894	7	19	27	28	18	29	4
894	8	13	17	21	8	28	1
894	9	9	17	24	6	26	4
894	10	16	22	24	13	25	7
894	11	10	12	23	7	28	6
894	12	4	12	15	3	16	1
894	13	11	12	22	9	27	2
894	14	17	18	22	14	30	10
894	15	15	20	25	14	29	6
895	1	3	26	19	5	2	22
895	2	2	25	14	9	1	15
895	3	19	29	27	23	9	28
895	4	11	30	26	21	1	27
895	5	7	30	13	9	3	18
895	6	6	23	10	8	2	13
895	7	4	23	20	17	3	21
895	8	10	28	20	16	1	22
895	9	12	28	24	18	6	26
895	10	11	19	14	12	8	17
895	11	12	27	15	13	4	16
895	12	6	21	14	7	5	16
895	13	10	29	18	17	5	25
895	14	11	29	20	15	7	24
895	15	8	30	24	22	4	25
896	1	17	25	27	24	20	30
896	2	2	20	21	16	15	23
896	3	13	25	26	16	14	28
896	4	4	15	19	7	6	24
896	5	3	10	23	9	5	30
896	6	1	21	26	19	12	30
896	7	2	12	14	10	6	17
896	8	5	17	22	15	8	26
896	9	5	13	18	12	7	27
896	10	1	14	18	4	3	20
896	11	4	13	21	9	8	29
896	12	2	11	25	7	3	29
896	13	1	24	28	22	10	29
896	14	9	19	22	16	11	27
896	15	6	18	23	11	8	28
897	1	21	4	1	7	10	17
897	2	23	12	2	16	19	21
897	3	30	6	1	23	25	29
897	4	28	7	2	15	18	26
897	5	24	12	9	13	17	20
897	6	26	8	1	14	16	20
897	7	27	8	3	12	15	25
897	8	28	9	4	11	23	27
897	9	29	10	5	18	20	27
897	10	30	11	5	13	19	26
897	11	30	18	3	21	22	24
897	12	22	11	6	14	15	17
897	13	28	14	10	19	24	25
897	14	16	5	3	6	7	9
897	15	29	4	2	8	13	22
898	1	26	5	20	4	12	22
898	2	30	6	19	1	14	20
898	3	28	9	11	5	10	18
898	4	23	9	13	7	12	14
898	5	27	4	15	2	13	17
898	6	28	4	7	3	6	21
898	7	30	16	22	11	17	23
898	8	29	11	19	3	13	25
898	9	29	22	27	1	24	28
898	10	26	2	9	1	8	25
898	11	27	16	21	14	18	26
898	12	20	8	15	3	10	16
898	13	30	7	24	5	15	25
898	14	29	8	17	6	12	18
898	15	24	10	21	2	19	23
899	1	22	14	12	15	28	4
899	2	20	11	6	14	25	2
899	3	29	15	11	19	30	9
899	4	26	16	14	23	30	13
899	5	15	5	2	7	16	1
899	6	28	24	21	25	30	8
899	7	13	7	6	8	29	3
899	8	25	10	7	17	26	4
899	9	18	12	8	17	19	2
899	10	21	10	5	11	22	3
899	11	26	20	19	21	27	1
899	12	28	23	17	27	29	5
899	13	24	18	16	22	27	6
899	14	20	9	4	18	23	3
899	15	13	10	9	12	24	1
900	1	8	2	9	29	23	12
900	2	6	4	7	22	21	8
900	3	4	2	13	27	20	17
900	4	15	12	25	30	27	26
900	5	2	1	6	25	19	14
900	6	9	7	11	30	28	14
900	7	8	3	11	16	15	13
900	8	16	10	18	29	25	21
900	9	14	3	22	29	27	24
900	10	5	4	18	30	24	23
900	11	5	3	9	19	17	10
900	12	6	5	12	28	20	16
900	13	7	1	10	26	23	13
900	14	18	11	19	26	22	20
900	15	15	1	17	28	24	21
901	1	13	8	10	20	12	2
901	2	14	9	10	22	11	6
901	3	27	19	22	30	24	1
901	4	23	7	10	28	19	4
901	5	25	8	14	30	17	4
901	6	23	13	18	29	22	3
901	7	23	6	15	30	16	2
901	8	20	6	17	24	18	5
901	9	21	5	13	27	15	4
901	10	21	11	12	25	18	7
901	11	28	12	16	29	17	1
901	12	9	2	5	26	7	1
901	13	26	19	20	29	21	14
901	14	26	8	11	27	16	3
901	15	25	9	15	28	24	3
902	1	18	16	10	12	23	13
902	2	21	14	4	10	29	11
902	3	18	17	1	4	26	7
902	4	23	19	6	7	27	9
902	5	25	24	9	12	30	20
902	6	25	14	1	5	28	6
902	7	25	19	8	11	26	16
902	8	17	10	2	3	20	6
902	9	21	16	1	3	22	9
902	10	27	24	5	18	29	22
902	11	28	20	7	8	29	13
902	12	27	21	8	15	30	17
902	13	15	12	2	4	19	5
902	14	24	15	3	13	26	14
902	15	28	23	2	11	30	22
903	1	23	24	15	17	6	29
903	2	22	28	4	7	1	30
903	3	15	16	11	13	3	30
903	4	14	27	7	10	2	29
903	5	17	21	12	16	5	22
903	6	23	25	9	16	1	27
903	7	12	15	8	9	7	18
903	8	18	21	6	11	2	28
903	9	20	26	5	6	4	27
903	10	19	20	10	11	1	24
903	11	22	23	10	18	3	26
903	12	14	17	4	8	3	19
903	13	14	24	9	13	5	28
903	14	19	25	12	13	2	26
903	15	25	29	20	21	8	30
904	1	19	4	16	1	29	30
904	2	16	7	11	3	17	23
904	3	20	12	13	1	25	28
904	4	21	13	18	7	26	29
904	5	22	8	13	5	23	30
904	6	19	3	10	2	24	25
904	7	15	9	11	6	25	30
904	8	18	14	15	5	19	27
904	9	17	10	14	9	28	29
904	10	12	4	7	2	22	27
904	11	15	2	8	1	17	26
904	12	21	5	11	4	24	28
904	13	20	8	9	3	21	27
904	14	23	12	14	6	24	26
904	15	18	10	16	6	20	22
905	1	6	22	23	7	3	24
905	2	14	22	26	21	10	29
905	3	3	17	20	4	1	29
905	4	5	13	14	8	4	18
905	5	11	16	17	15	8	22
905	6	13	23	26	20	12	30
905	7	16	20	21	18	6	28
905	8	9	13	15	10	1	24
905	9	5	17	25	7	2	26
905	10	7	19	21	9	4	27
905	11	10	19	28	11	5	30
905	12	16	25	27	24	14	30
905	13	6	15	19	12	2	29
905	14	2	18	23	11	1	27
905	15	8	12	25	9	3	28
906	1	10	9	13	21	25	8
906	2	14	11	16	21	27	6
906	3	17	13	19	23	29	1
906	4	15	11	19	24	28	2
906	5	16	8	19	26	30	5
906	6	12	9	16	28	29	3
906	7	6	2	20	25	30	1
906	8	20	14	22	23	28	5
906	9	15	12	21	23	30	7
906	10	7	4	8	17	27	2
906	11	10	7	22	24	29	6
906	12	12	5	18	24	25	4
906	13	17	11	18	22	26	9
906	14	4	3	10	14	26	1
906	15	15	13	18	20	27	3
907	1	20	7	14	11	9	19
907	2	29	12	22	21	13	27
907	3	26	1	14	13	6	23
907	4	29	2	19	8	4	26
907	5	24	6	16	12	10	20
907	6	30	3	8	6	5	28
907	7	22	1	18	15	8	20
907	8	25	2	13	11	3	16
907	9	30	14	25	24	17	29
907	10	27	4	11	10	5	18
907	11	30	7	21	18	16	26
907	12	28	1	19	17	10	21
907	13	24	2	22	9	5	23
907	14	17	3	12	9	4	15
907	15	28	7	25	23	15	27
908	1	21	27	19	26	9	30
908	2	12	19	8	17	2	29
908	3	10	17	9	15	1	24
908	4	12	28	11	20	5	30
908	5	15	20	13	19	4	23
908	6	16	23	14	17	5	25
908	7	6	18	5	8	3	24
908	8	7	27	4	18	1	29
908	9	11	14	10	13	3	27
908	10	22	26	16	24	4	28
908	11	11	23	9	22	6	29
908	12	6	21	2	14	1	28
908	13	13	25	8	22	7	30
908	14	12	16	7	15	3	21
908	15	18	25	10	20	2	26
909	1	5	17	8	24	2	21
909	2	11	20	13	27	4	21
909	3	5	9	6	30	3	19
909	4	14	25	15	29	5	27
909	5	14	18	17	26	11	19
909	6	7	13	12	17	6	15
909	7	14	21	16	23	10	22
909	8	3	20	10	26	1	25
909	9	7	16	11	28	3	24
909	10	12	20	18	30	2	23
909	11	7	22	8	30	4	25
909	12	8	18	10	29	6	28
909	13	9	23	15	26	4	24
909	14	2	13	9	29	1	16
909	15	12	22	19	28	1	27
910	1	26	24	27	29	19	15
910	2	14	12	21	27	6	1
910	3	21	11	26	30	10	5
910	4	15	10	17	28	9	1
910	5	23	18	28	30	14	7
910	6	22	13	27	28	11	2
910	7	9	7	25	26	6	4
910	8	16	7	22	24	3	1
910	9	20	15	23	25	13	12
910	10	17	14	20	24	8	5
910	11	13	8	19	30	6	3
910	12	18	17	19	25	16	11
910	13	9	5	23	29	3	2
910	14	21	20	22	29	18	4
910	15	10	8	12	16	4	2
911	1	27	9	30	5	18	28
911	2	20	13	28	3	15	25
911	3	11	8	29	3	10	22
911	4	26	21	29	7	24	28
911	5	13	10	18	4	12	14
911	6	14	6	22	1	9	21
911	7	15	9	17	2	11	16
911	8	17	7	27	6	10	25
911	9	23	12	30	8	17	26
911	10	16	4	23	1	7	20
911	11	21	18	25	11	19	23
911	12	19	5	26	4	15	22
911	13	12	5	24	3	6	16
911	14	20	14	30	2	19	29
911	15	13	2	27	1	8	24
912	1	16	4	2	21	8	7
912	2	24	7	5	26	19	11
912	3	23	3	2	25	20	15
912	4	22	6	5	28	20	16
912	5	26	14	4	30	23	22
912	6	27	6	2	30	24	13
912	7	26	6	3	29	18	9
912	8	27	15	7	28	18	17
912	9	10	3	1	13	8	5
912	10	27	19	1	29	23	21
912	11	25	14	10	28	24	21
912	12	18	11	8	20	14	12
912	13	29	12	10	30	17	16
912	14	15	9	4	19	13	12
912	15	22	9	1	25	17	11
913	1	13	6	4	24	17	12
913	2	13	2	1	26	19	7
913	3	27	16	6	30	28	18
913	4	23	14	1	29	28	17
913	5	24	5	2	28	25	9
913	6	22	7	3	27	24	10
913	7	23	19	15	27	25	20
913	8	12	8	3	30	19	9
913	9	20	12	1	22	21	18
913	10	11	7	6	29	15	8
913	11	14	4	2	18	15	10
913	12	25	17	11	30	26	22
913	13	11	4	3	23	21	5
913	14	14	8	5	20	16	13
913	15	21	10	9	29	26	16
914	1	30	1	29	4	15	24
914	2	21	4	18	9	10	12
914	3	28	6	27	8	10	19
