Resp	Phase	City	CityN	Conf
21924	1	Jakarta (Mitra Market Research )	1	476
21925	1	Jakarta (Mitra Market Research )	1	255
21926	1	Jakarta (Mitra Market Research )	1	858
21927	1	Jakarta (Mitra Market Research )	1	506
21928	1	Jakarta (Mitra Market Research )	1	618
21929	1	Jakarta (Mitra Market Research )	1	706
21930	1	Jakarta (Mitra Market Research )	1	791
21931	1	Jakarta (Mitra Market Research )	1	747
21932	1	Jakarta (Mitra Market Research )	1	439
21933	1	Jakarta (Mitra Market Research )	1	171
21934	1	Jakarta (Mitra Market Research )	1	629
21935	1	Jakarta (Mitra Market Research )	1	142
21936	1	Jakarta (Mitra Market Research )	1	794
21937	1	Jakarta (Mitra Market Research )	1	921
21938	1	Jakarta (Mitra Market Research )	1	199
21939	1	Jakarta (Mitra Market Research )	1	654
21940	1	Jakarta (Mitra Market Research )	1	781
21941	1	Jakarta (Mitra Market Research )	1	289
21942	1	Jakarta (Mitra Market Research )	1	751
21943	1	Jakarta (Mitra Market Research )	1	144
21944	1	Jakarta (Mitra Market Research )	1	401
21945	1	Jakarta (Mitra Market Research )	1	027
21946	1	Jakarta (Mitra Market Research )	1	993
21947	1	Jakarta (Mitra Market Research )	1	266
21948	1	Jakarta (Mitra Market Research )	1	757
21949	1	Jakarta (Mitra Market Research )	1	939
21950	1	Jakarta (Mitra Market Research )	1	512
21951	1	Jakarta (Mitra Market Research )	1	397
21952	1	Jakarta (Mitra Market Research )	1	061
21953	1	Jakarta (Mitra Market Research )	1	634
21954	1	Jakarta (Mitra Market Research )	1	005
21955	1	Jakarta (Mitra Market Research )	1	149
21956	1	Jakarta (Mitra Market Research )	1	554
21957	1	Jakarta (Mitra Market Research )	1	574
21958	1	Jakarta (Mitra Market Research )	1	594
21959	1	Jakarta (Mitra Market Research )	1	088
21960	1	Jakarta (Mitra Market Research )	1	947
21961	1	Jakarta (Mitra Market Research )	1	482
21962	1	Jakarta (Mitra Market Research )	1	044
21963	1	Jakarta (Mitra Market Research )	1	519
21964	1	Jakarta (Mitra Market Research )	1	357
21965	1	Jakarta (Mitra Market Research )	1	837
21966	1	Jakarta (Mitra Market Research )	1	694
21967	1	Jakarta (Mitra Market Research )	1	594
21968	1	Jakarta (Mitra Market Research )	1	969
21969	1	Jakarta (Mitra Market Research )	1	794
21970	1	Jakarta (Mitra Market Research )	1	974
21971	1	Jakarta (Mitra Market Research )	1	217
21972	1	Jakarta (Mitra Market Research )	1	808
21973	1	Jakarta (Mitra Market Research )	1	664
21974	1	Jakarta (Mitra Market Research )	1	864
21975	1	Jakarta (Mitra Market Research )	1	307
21976	1	Jakarta (Mitra Market Research )	1	076
21977	1	Jakarta (Mitra Market Research )	1	296
21978	1	Jakarta (Mitra Market Research )	1	973
21979	1	Jakarta (Mitra Market Research )	1	294
21980	1	Jakarta (Mitra Market Research )	1	145
21981	1	Jakarta (Mitra Market Research )	1	574
21982	1	Jakarta (Mitra Market Research )	1	932
21983	1	Jakarta (Mitra Market Research )	1	428
21984	1	Jakarta (Mitra Market Research )	1	635
21985	1	Jakarta (Mitra Market Research )	1	944
21986	1	Jakarta (Mitra Market Research )	1	701
21987	1	Jakarta (Mitra Market Research )	1	142
21988	1	Jakarta (Mitra Market Research )	1	744
21989	1	Jakarta (Mitra Market Research )	1	147
21990	1	Jakarta (Mitra Market Research )	1	679
21991	1	Jakarta (Mitra Market Research )	1	141
21992	1	Jakarta (Mitra Market Research )	1	391
21993	1	Jakarta (Mitra Market Research )	1	661
21994	1	Jakarta (Mitra Market Research )	1	427
21995	1	Jakarta (Mitra Market Research )	1	799
21996	1	Jakarta (Mitra Market Research )	1	067
21997	1	Jakarta (Mitra Market Research )	1	816
21998	1	Jakarta (Mitra Market Research )	1	906
21999	1	Jakarta (Mitra Market Research )	1	177
220	1	Test	2	022
221	1	Test	2	306
22101	2	Jakarta (Mitra Market Research )	1	679
22102	2	Jakarta (Mitra Market Research )	1	981
22103	2	Jakarta (Mitra Market Research )	1	169
22104	2	Jakarta (Mitra Market Research )	1	547
22105	2	Jakarta (Mitra Market Research )	1	588
22106	2	Jakarta (Mitra Market Research )	1	842
22107	2	Jakarta (Mitra Market Research )	1	943
22108	2	Jakarta (Mitra Market Research )	1	376
22109	2	Jakarta (Mitra Market Research )	1	145
22110	2	Jakarta (Mitra Market Research )	1	125
22111	2	Jakarta (Mitra Market Research )	1	193
22112	2	Jakarta (Mitra Market Research )	1	437
22113	2	Jakarta (Mitra Market Research )	1	184
22114	2	Jakarta (Mitra Market Research )	1	116
22115	2	Jakarta (Mitra Market Research )	1	957
22116	2	Jakarta (Mitra Market Research )	1	171
22117	2	Jakarta (Mitra Market Research )	1	527
22118	2	Jakarta (Mitra Market Research )	1	691
22119	2	Jakarta (Mitra Market Research )	1	073
22120	2	Jakarta (Mitra Market Research )	1	288
22121	2	Jakarta (Mitra Market Research )	1	412
22122	2	Jakarta (Mitra Market Research )	1	019
22123	2	Jakarta (Mitra Market Research )	1	672
22124	2	Jakarta (Mitra Market Research )	1	199
22125	2	Jakarta (Mitra Market Research )	1	519
22126	2	Jakarta (Mitra Market Research )	1	724
22127	2	Jakarta (Mitra Market Research )	1	424
22128	2	Jakarta (Mitra Market Research )	1	769
22129	2	Jakarta (Mitra Market Research )	1	794
22130	2	Jakarta (Mitra Market Research )	1	071
22131	2	Jakarta (Mitra Market Research )	1	171
22132	2	Jakarta (Mitra Market Research )	1	769
22133	2	Jakarta (Mitra Market Research )	1	831
22134	2	Jakarta (Mitra Market Research )	1	435
22135	2	Jakarta (Mitra Market Research )	1	847
22136	2	Jakarta (Mitra Market Research )	1	819
22137	2	Jakarta (Mitra Market Research )	1	785
22138	2	Jakarta (Mitra Market Research )	1	228
22139	2	Jakarta (Mitra Market Research )	1	624
22140	2	Jakarta (Mitra Market Research )	1	203
22141	2	Jakarta (Mitra Market Research )	1	029
22142	2	Jakarta (Mitra Market Research )	1	814
22143	2	Jakarta (Mitra Market Research )	1	619
22144	2	Jakarta (Mitra Market Research )	1	583
22145	2	Jakarta (Mitra Market Research )	1	917
22146	2	Jakarta (Mitra Market Research )	1	934
22147	2	Jakarta (Mitra Market Research )	1	763
22148	2	Jakarta (Mitra Market Research )	1	975
22149	2	Jakarta (Mitra Market Research )	1	502
22150	2	Jakarta (Mitra Market Research )	1	584
22151	2	Jakarta (Mitra Market Research )	1	748
22152	2	Jakarta (Mitra Market Research )	1	251
22153	2	Jakarta (Mitra Market Research )	1	109
22154	2	Jakarta (Mitra Market Research )	1	483
22155	2	Jakarta (Mitra Market Research )	1	877
22156	2	Jakarta (Mitra Market Research )	1	531
22157	2	Jakarta (Mitra Market Research )	1	181
22158	2	Jakarta (Mitra Market Research )	1	277
22159	2	Jakarta (Mitra Market Research )	1	577
22160	2	Jakarta (Mitra Market Research )	1	154
22161	2	Jakarta (Mitra Market Research )	1	082
22162	2	Jakarta (Mitra Market Research )	1	392
22163	2	Jakarta (Mitra Market Research )	1	035
22164	2	Jakarta (Mitra Market Research )	1	917
22165	2	Jakarta (Mitra Market Research )	1	906
22166	2	Jakarta (Mitra Market Research )	1	495
22167	2	Jakarta (Mitra Market Research )	1	068
22168	2	Jakarta (Mitra Market Research )	1	705
22169	2	Jakarta (Mitra Market Research )	1	572
22170	2	Jakarta (Mitra Market Research )	1	914
22171	2	Jakarta (Mitra Market Research )	1	236
22172	2	Jakarta (Mitra Market Research )	1	934
22173	2	Jakarta (Mitra Market Research )	1	254
22174	2	Jakarta (Mitra Market Research )	1	124
22175	2	Jakarta (Mitra Market Research )	1	743
22176	2	Jakarta (Mitra Market Research )	1	877
22177	2	Jakarta (Mitra Market Research )	1	977
22178	2	Jakarta (Mitra Market Research )	1	694
22179	2	Jakarta (Mitra Market Research )	1	408
22180	2	Jakarta (Mitra Market Research )	1	608
22181	2	Jakarta (Mitra Market Research )	1	472
22182	2	Jakarta (Mitra Market Research )	1	998
22183	2	Jakarta (Mitra Market Research )	1	979
22184	2	Jakarta (Mitra Market Research )	1	808
22185	2	Jakarta (Mitra Market Research )	1	158
22186	2	Jakarta (Mitra Market Research )	1	409
22187	2	Jakarta (Mitra Market Research )	1	613
22188	2	Jakarta (Mitra Market Research )	1	905
22189	2	Jakarta (Mitra Market Research )	1	335
22190	2	Jakarta (Mitra Market Research )	1	769
22191	2	Jakarta (Mitra Market Research )	1	497
22192	2	Jakarta (Mitra Market Research )	1	801
22193	2	Jakarta (Mitra Market Research )	1	015
22194	2	Jakarta (Mitra Market Research )	1	832
22195	2	Jakarta (Mitra Market Research )	1	867
22196	2	Jakarta (Mitra Market Research )	1	344
22197	2	Jakarta (Mitra Market Research )	1	779
22198	2	Jakarta (Mitra Market Research )	1	008
22199	2	Jakarta (Mitra Market Research )	1	473
222	1	Test	2	273
22200	2	Jakarta (Mitra Market Research )	1	874
22201	2	Jakarta (Mitra Market Research )	1	592
22202	2	Jakarta (Mitra Market Research )	1	343
22203	2	Jakarta (Mitra Market Research )	1	433
22204	2	Jakarta (Mitra Market Research )	1	569
22205	2	Jakarta (Mitra Market Research )	1	209
22206	2	Jakarta (Mitra Market Research )	1	439
22207	2	Jakarta (Mitra Market Research )	1	968
22208	2	Jakarta (Mitra Market Research )	1	248
22209	2	Jakarta (Mitra Market Research )	1	219
22210	2	Jakarta (Mitra Market Research )	1	617
22211	2	Jakarta (Mitra Market Research )	1	596
22212	2	Jakarta (Mitra Market Research )	1	662
22213	2	Jakarta (Mitra Market Research )	1	432
22214	2	Jakarta (Mitra Market Research )	1	563
22215	2	Jakarta (Mitra Market Research )	1	419
22216	2	Jakarta (Mitra Market Research )	1	383
22217	2	Jakarta (Mitra Market Research )	1	991
22218	2	Jakarta (Mitra Market Research )	1	186
22219	2	Jakarta (Mitra Market Research )	1	551
22220	2	Jakarta (Mitra Market Research )	1	792
22221	2	Jakarta (Mitra Market Research )	1	546
22222	2	Jakarta (Mitra Market Research )	1	117
22223	2	Jakarta (Mitra Market Research )	1	113
22224	2	Jakarta (Mitra Market Research )	1	637
22225	2	Jakarta (Mitra Market Research )	1	432
22226	2	Jakarta (Mitra Market Research )	1	025
22227	2	Jakarta (Mitra Market Research )	1	682
22228	2	Jakarta (Mitra Market Research )	1	623
22229	2	Jakarta (Mitra Market Research )	1	243
22230	2	Jakarta (Mitra Market Research )	1	568
22231	2	Jakarta (Mitra Market Research )	1	819
22232	2	Jakarta (Mitra Market Research )	1	956
22233	2	Jakarta (Mitra Market Research )	1	114
22234	2	Jakarta (Mitra Market Research )	1	189
22235	2	Jakarta (Mitra Market Research )	1	562
22236	2	Jakarta (Mitra Market Research )	1	136
22237	2	Jakarta (Mitra Market Research )	1	119
22238	2	Jakarta (Mitra Market Research )	1	261
22239	2	Jakarta (Mitra Market Research )	1	592
22240	2	Jakarta (Mitra Market Research )	1	454
22241	2	Jakarta (Mitra Market Research )	1	391
22242	2	Jakarta (Mitra Market Research )	1	494
22243	2	Jakarta (Mitra Market Research )	1	573
22244	2	Jakarta (Mitra Market Research )	1	721
22245	2	Jakarta (Mitra Market Research )	1	169
22246	2	Jakarta (Mitra Market Research )	1	292
22247	2	Jakarta (Mitra Market Research )	1	689
22248	2	Jakarta (Mitra Market Research )	1	964
22249	2	Jakarta (Mitra Market Research )	1	976
22250	2	Jakarta (Mitra Market Research )	1	264
22251	2	Jakarta (Mitra Market Research )	1	161
22252	2	Jakarta (Mitra Market Research )	1	243
22253	2	Jakarta (Mitra Market Research )	1	558
22254	2	Jakarta (Mitra Market Research )	1	137
22255	2	Jakarta (Mitra Market Research )	1	935
22256	2	Jakarta (Mitra Market Research )	1	487
22257	2	Jakarta (Mitra Market Research )	1	631
22258	2	Jakarta (Mitra Market Research )	1	175
22259	2	Jakarta (Mitra Market Research )	1	655
22260	2	Jakarta (Mitra Market Research )	1	874
22261	2	Jakarta (Mitra Market Research )	1	229
22262	2	Jakarta (Mitra Market Research )	1	994
22263	2	Jakarta (Mitra Market Research )	1	972
22264	2	Jakarta (Mitra Market Research )	1	737
22265	2	Jakarta (Mitra Market Research )	1	627
22266	2	Jakarta (Mitra Market Research )	1	491
22267	2	Jakarta (Mitra Market Research )	1	899
22268	2	Jakarta (Mitra Market Research )	1	346
22269	2	Jakarta (Mitra Market Research )	1	359
22270	2	Jakarta (Mitra Market Research )	1	142
22271	2	Jakarta (Mitra Market Research )	1	946
22272	2	Jakarta (Mitra Market Research )	1	334
22273	2	Jakarta (Mitra Market Research )	1	307
22274	2	Jakarta (Mitra Market Research )	1	297
22275	2	Jakarta (Mitra Market Research )	1	055
22276	2	Jakarta (Mitra Market Research )	1	739
22277	2	Jakarta (Mitra Market Research )	1	313
22278	2	Jakarta (Mitra Market Research )	1	921
22279	2	Jakarta (Mitra Market Research )	1	708
22280	2	Jakarta (Mitra Market Research )	1	792
22281	2	Jakarta (Mitra Market Research )	1	051
22282	2	Jakarta (Mitra Market Research )	1	186
22283	2	Jakarta (Mitra Market Research )	1	287
22284	2	Jakarta (Mitra Market Research )	1	918
22285	2	Jakarta (Mitra Market Research )	1	292
22286	2	Jakarta (Mitra Market Research )	1	621
22287	2	Jakarta (Mitra Market Research )	1	102
22288	2	Jakarta (Mitra Market Research )	1	047
22289	2	Jakarta (Mitra Market Research )	1	927
22290	2	Jakarta (Mitra Market Research )	1	779
22291	2	Jakarta (Mitra Market Research )	1	494
22292	2	Jakarta (Mitra Market Research )	1	804
22293	2	Jakarta (Mitra Market Research )	1	442
22294	2	Jakarta (Mitra Market Research )	1	136
22295	2	Jakarta (Mitra Market Research )	1	304
22296	2	Jakarta (Mitra Market Research )	1	589
22297	2	Jakarta (Mitra Market Research )	1	229
22298	2	Jakarta (Mitra Market Research )	1	052
22299	2	Jakarta (Mitra Market Research )	1	771
223	1	Test	2	328
22300	2	Jakarta (Mitra Market Research )	1	089
22301	2	Jakarta (Mitra Market Research )	1	893
22302	2	Jakarta (Mitra Market Research )	1	866
22303	2	Jakarta (Mitra Market Research )	1	458
22304	2	Jakarta (Mitra Market Research )	1	018
22305	2	Jakarta (Mitra Market Research )	1	476
22306	2	Jakarta (Mitra Market Research )	1	955
22307	2	Jakarta (Mitra Market Research )	1	254
22308	2	Jakarta (Mitra Market Research )	1	489
22309	2	Jakarta (Mitra Market Research )	1	737
22310	2	Jakarta (Mitra Market Research )	1	527
22311	2	Jakarta (Mitra Market Research )	1	734
22312	2	Jakarta (Mitra Market Research )	1	121
22313	2	Jakarta (Mitra Market Research )	1	541
22314	2	Jakarta (Mitra Market Research )	1	164
22315	2	Jakarta (Mitra Market Research )	1	638
22316	2	Jakarta (Mitra Market Research )	1	267
22317	2	Jakarta (Mitra Market Research )	1	316
22318	2	Jakarta (Mitra Market Research )	1	304
22319	2	Jakarta (Mitra Market Research )	1	158
22320	2	Jakarta (Mitra Market Research )	1	108
22321	2	Jakarta (Mitra Market Research )	1	731
22322	2	Jakarta (Mitra Market Research )	1	148
22323	2	Jakarta (Mitra Market Research )	1	597
22324	2	Jakarta (Mitra Market Research )	1	286
22325	2	Jakarta (Mitra Market Research )	1	871
22326	2	Jakarta (Mitra Market Research )	1	753
22327	2	Jakarta (Mitra Market Research )	1	385
22328	2	Jakarta (Mitra Market Research )	1	152
22329	2	Jakarta (Mitra Market Research )	1	649
22330	2	Jakarta (Mitra Market Research )	1	459
22331	2	Jakarta (Mitra Market Research )	1	587
22332	2	Jakarta (Mitra Market Research )	1	579
22333	2	Jakarta (Mitra Market Research )	1	924
22334	2	Jakarta (Mitra Market Research )	1	991
22335	2	Jakarta (Mitra Market Research )	1	719
22336	2	Jakarta (Mitra Market Research )	1	625
22337	2	Jakarta (Mitra Market Research )	1	665
22338	2	Jakarta (Mitra Market Research )	1	062
22339	2	Jakarta (Mitra Market Research )	1	213
22340	2	Jakarta (Mitra Market Research )	1	508
22341	2	Jakarta (Mitra Market Research )	1	007
22342	2	Jakarta (Mitra Market Research )	1	746
22343	2	Jakarta (Mitra Market Research )	1	219
22344	2	Jakarta (Mitra Market Research )	1	579
22345	2	Jakarta (Mitra Market Research )	1	533
22346	2	Jakarta (Mitra Market Research )	1	869
22347	2	Jakarta (Mitra Market Research )	1	033
22348	2	Jakarta (Mitra Market Research )	1	953
22349	2	Jakarta (Mitra Market Research )	1	651
22350	2	Jakarta (Mitra Market Research )	1	417
22351	2	Jakarta (Mitra Market Research )	1	092
22352	2	Jakarta (Mitra Market Research )	1	973
22353	2	Jakarta (Mitra Market Research )	1	713
22354	2	Jakarta (Mitra Market Research )	1	668
22355	2	Jakarta (Mitra Market Research )	1	481
22356	2	Jakarta (Mitra Market Research )	1	018
22357	2	Jakarta (Mitra Market Research )	1	421
22358	2	Jakarta (Mitra Market Research )	1	981
22359	2	Jakarta (Mitra Market Research )	1	585
22360	2	Jakarta (Mitra Market Research )	1	284
22361	2	Jakarta (Mitra Market Research )	1	394
22362	2	Jakarta (Mitra Market Research )	1	568
22363	2	Jakarta (Mitra Market Research )	1	458
22364	2	Jakarta (Mitra Market Research )	1	736
22365	2	Jakarta (Mitra Market Research )	1	672
22366	2	Jakarta (Mitra Market Research )	1	075
22367	2	Jakarta (Mitra Market Research )	1	728
22368	2	Jakarta (Mitra Market Research )	1	053
22369	2	Jakarta (Mitra Market Research )	1	694
22370	2	Jakarta (Mitra Market Research )	1	698
22371	2	Jakarta (Mitra Market Research )	1	386
22372	2	Jakarta (Mitra Market Research )	1	523
22373	2	Jakarta (Mitra Market Research )	1	658
22374	2	Jakarta (Mitra Market Research )	1	516
22375	2	Jakarta (Mitra Market Research )	1	893
22376	2	Jakarta (Mitra Market Research )	1	357
22377	2	Jakarta (Mitra Market Research )	1	251
22378	2	Jakarta (Mitra Market Research )	1	943
22379	2	Jakarta (Mitra Market Research )	1	412
22380	2	Jakarta (Mitra Market Research )	1	168
22381	2	Jakarta (Mitra Market Research )	1	685
22382	2	Jakarta (Mitra Market Research )	1	317
22383	2	Jakarta (Mitra Market Research )	1	489
22384	2	Jakarta (Mitra Market Research )	1	614
22385	2	Jakarta (Mitra Market Research )	1	146
22386	2	Jakarta (Mitra Market Research )	1	276
22387	2	Jakarta (Mitra Market Research )	1	328
22388	2	Jakarta (Mitra Market Research )	1	535
22389	2	Jakarta (Mitra Market Research )	1	544
22390	2	Jakarta (Mitra Market Research )	1	233
22391	2	Jakarta (Mitra Market Research )	1	851
22392	2	Jakarta (Mitra Market Research )	1	008
22393	2	Jakarta (Mitra Market Research )	1	851
22394	2	Jakarta (Mitra Market Research )	1	879
22395	2	Jakarta (Mitra Market Research )	1	525
22396	2	Jakarta (Mitra Market Research )	1	396
22397	2	Jakarta (Mitra Market Research )	1	008
22398	2	Jakarta (Mitra Market Research )	1	334
22399	2	Jakarta (Mitra Market Research )	1	599
224	1	Test	2	387
22400	2	Jakarta (Mitra Market Research )	1	948
22401	2	Jakarta (Mitra Market Research )	1	441
22402	2	Jakarta (Mitra Market Research )	1	078
22403	2	Jakarta (Mitra Market Research )	1	838
22404	2	Jakarta (Mitra Market Research )	1	015
22405	2	Jakarta (Mitra Market Research )	1	112
22406	2	Jakarta (Mitra Market Research )	1	554
22407	2	Jakarta (Mitra Market Research )	1	191
22408	2	Jakarta (Mitra Market Research )	1	815
22409	2	Jakarta (Mitra Market Research )	1	142
22410	2	Jakarta (Mitra Market Research )	1	808
22411	2	Jakarta (Mitra Market Research )	1	098
22412	2	Jakarta (Mitra Market Research )	1	384
22413	2	Jakarta (Mitra Market Research )	1	006
22414	2	Jakarta (Mitra Market Research )	1	146
22415	2	Jakarta (Mitra Market Research )	1	891
22416	2	Jakarta (Mitra Market Research )	1	728
22417	2	Jakarta (Mitra Market Research )	1	728
22418	2	Jakarta (Mitra Market Research )	1	842
22419	2	Jakarta (Mitra Market Research )	1	147
22420	2	Jakarta (Mitra Market Research )	1	849
22421	2	Jakarta (Mitra Market Research )	1	396
22422	2	Jakarta (Mitra Market Research )	1	782
22423	2	Jakarta (Mitra Market Research )	1	232
22424	2	Jakarta (Mitra Market Research )	1	509
22425	2	Jakarta (Mitra Market Research )	1	763
22426	2	Jakarta (Mitra Market Research )	1	648
22427	2	Jakarta (Mitra Market Research )	1	782
22428	2	Jakarta (Mitra Market Research )	1	867
22429	2	Jakarta (Mitra Market Research )	1	995
22430	2	Jakarta (Mitra Market Research )	1	541
22431	2	Jakarta (Mitra Market Research )	1	148
22432	2	Jakarta (Mitra Market Research )	1	206
22433	2	Jakarta (Mitra Market Research )	1	637
22434	2	Jakarta (Mitra Market Research )	1	008
22435	2	Jakarta (Mitra Market Research )	1	967
22436	2	Jakarta (Mitra Market Research )	1	904
22437	2	Jakarta (Mitra Market Research )	1	239
22438	2	Jakarta (Mitra Market Research )	1	809
22439	2	Jakarta (Mitra Market Research )	1	477
22440	2	Jakarta (Mitra Market Research )	1	748
22441	2	Jakarta (Mitra Market Research )	1	188
22442	2	Jakarta (Mitra Market Research )	1	783
22443	2	Jakarta (Mitra Market Research )	1	934
22444	2	Jakarta (Mitra Market Research )	1	286
22445	2	Jakarta (Mitra Market Research )	1	506
22446	2	Jakarta (Mitra Market Research )	1	134
22447	2	Jakarta (Mitra Market Research )	1	712
22448	2	Jakarta (Mitra Market Research )	1	601
22449	2	Jakarta (Mitra Market Research )	1	805
22450	2	Jakarta (Mitra Market Research )	1	451
22451	2	Jakarta (Mitra Market Research )	1	352
22452	2	Jakarta (Mitra Market Research )	1	629
22453	2	Jakarta (Mitra Market Research )	1	153
22454	2	Jakarta (Mitra Market Research )	1	933
22455	2	Jakarta (Mitra Market Research )	1	723
22456	2	Jakarta (Mitra Market Research )	1	046
22457	2	Jakarta (Mitra Market Research )	1	526
22458	2	Jakarta (Mitra Market Research )	1	004
22459	2	Jakarta (Mitra Market Research )	1	402
22460	2	Jakarta (Mitra Market Research )	1	963
22461	2	Jakarta (Mitra Market Research )	1	068
22462	2	Jakarta (Mitra Market Research )	1	976
22463	2	Jakarta (Mitra Market Research )	1	963
22464	2	Jakarta (Mitra Market Research )	1	321
22465	2	Jakarta (Mitra Market Research )	1	649
22466	2	Jakarta (Mitra Market Research )	1	085
22467	2	Jakarta (Mitra Market Research )	1	839
22468	2	Jakarta (Mitra Market Research )	1	207
22469	2	Jakarta (Mitra Market Research )	1	572
22470	2	Jakarta (Mitra Market Research )	1	302
22471	2	Jakarta (Mitra Market Research )	1	077
22472	2	Jakarta (Mitra Market Research )	1	649
22473	2	Jakarta (Mitra Market Research )	1	173
22474	2	Jakarta (Mitra Market Research )	1	931
22475	2	Jakarta (Mitra Market Research )	1	566
22476	2	Jakarta (Mitra Market Research )	1	381
22477	2	Jakarta (Mitra Market Research )	1	364
22478	2	Jakarta (Mitra Market Research )	1	478
22479	2	Jakarta (Mitra Market Research )	1	417
22480	2	Jakarta (Mitra Market Research )	1	285
22481	2	Jakarta (Mitra Market Research )	1	748
22482	2	Jakarta (Mitra Market Research )	1	211
22483	2	Jakarta (Mitra Market Research )	1	147
22484	2	Jakarta (Mitra Market Research )	1	718
22485	2	Jakarta (Mitra Market Research )	1	424
22486	2	Jakarta (Mitra Market Research )	1	985
22487	2	Jakarta (Mitra Market Research )	1	535
22488	2	Jakarta (Mitra Market Research )	1	172
22489	2	Jakarta (Mitra Market Research )	1	368
22490	2	Jakarta (Mitra Market Research )	1	024
22491	2	Jakarta (Mitra Market Research )	1	778
22492	2	Jakarta (Mitra Market Research )	1	347
22493	2	Jakarta (Mitra Market Research )	1	412
22494	2	Jakarta (Mitra Market Research )	1	358
22495	2	Jakarta (Mitra Market Research )	1	273
22496	2	Jakarta (Mitra Market Research )	1	916
22497	2	Jakarta (Mitra Market Research )	1	334
22498	2	Jakarta (Mitra Market Research )	1	608
22499	2	Jakarta (Mitra Market Research )	1	523
225	1	Test	2	686
22500	2	Jakarta (Mitra Market Research )	1	408
22501	2	Jakarta (Mitra Market Research )	1	733
22502	2	Jakarta (Mitra Market Research )	1	105
22503	2	Jakarta (Mitra Market Research )	1	644
22504	2	Jakarta (Mitra Market Research )	1	514
22505	2	Jakarta (Mitra Market Research )	1	152
22506	2	Jakarta (Mitra Market Research )	1	866
22507	2	Jakarta (Mitra Market Research )	1	782
22508	2	Jakarta (Mitra Market Research )	1	911
22509	2	Jakarta (Mitra Market Research )	1	641
22510	2	Jakarta (Mitra Market Research )	1	851
22511	2	Jakarta (Mitra Market Research )	1	011
22512	2	Jakarta (Mitra Market Research )	1	169
22513	2	Jakarta (Mitra Market Research )	1	047
22514	2	Jakarta (Mitra Market Research )	1	822
22515	2	Jakarta (Mitra Market Research )	1	409
22516	2	Jakarta (Mitra Market Research )	1	502
22517	2	Jakarta (Mitra Market Research )	1	094
22518	2	Jakarta (Mitra Market Research )	1	356
22519	2	Jakarta (Mitra Market Research )	1	688
22520	2	Jakarta (Mitra Market Research )	1	784
22521	2	Jakarta (Mitra Market Research )	1	546
22522	2	Jakarta (Mitra Market Research )	1	169
22523	2	Jakarta (Mitra Market Research )	1	191
22524	2	Jakarta (Mitra Market Research )	1	339
22525	2	Jakarta (Mitra Market Research )	1	778
22526	2	Jakarta (Mitra Market Research )	1	742
22527	2	Jakarta (Mitra Market Research )	1	484
22528	2	Jakarta (Mitra Market Research )	1	126
22529	2	Jakarta (Mitra Market Research )	1	355
22530	2	Jakarta (Mitra Market Research )	1	631
22531	2	Jakarta (Mitra Market Research )	1	495
22532	2	Jakarta (Mitra Market Research )	1	407
22533	2	Jakarta (Mitra Market Research )	1	893
22534	2	Jakarta (Mitra Market Research )	1	821
22535	2	Jakarta (Mitra Market Research )	1	853
22536	2	Jakarta (Mitra Market Research )	1	451
22537	2	Jakarta (Mitra Market Research )	1	709
22538	2	Jakarta (Mitra Market Research )	1	947
22539	2	Jakarta (Mitra Market Research )	1	588
22540	2	Jakarta (Mitra Market Research )	1	026
22541	2	Jakarta (Mitra Market Research )	1	933
22542	2	Jakarta (Mitra Market Research )	1	147
22543	2	Jakarta (Mitra Market Research )	1	747
22544	2	Jakarta (Mitra Market Research )	1	561
22545	2	Jakarta (Mitra Market Research )	1	432
22546	2	Jakarta (Mitra Market Research )	1	612
22547	2	Jakarta (Mitra Market Research )	1	945
22548	2	Jakarta (Mitra Market Research )	1	468
22549	2	Jakarta (Mitra Market Research )	1	843
22550	2	Jakarta (Mitra Market Research )	1	937
22551	2	Jakarta (Mitra Market Research )	1	837
22552	2	Jakarta (Mitra Market Research )	1	793
22553	2	Jakarta (Mitra Market Research )	1	274
22554	2	Jakarta (Mitra Market Research )	1	308
22555	2	Jakarta (Mitra Market Research )	1	596
22556	2	Jakarta (Mitra Market Research )	1	232
22557	2	Jakarta (Mitra Market Research )	1	739
22558	2	Jakarta (Mitra Market Research )	1	156
22559	2	Jakarta (Mitra Market Research )	1	146
22560	2	Jakarta (Mitra Market Research )	1	382
22561	2	Jakarta (Mitra Market Research )	1	318
22562	2	Jakarta (Mitra Market Research )	1	459
22563	2	Jakarta (Mitra Market Research )	1	795
22564	2	Jakarta (Mitra Market Research )	1	802
22565	2	Jakarta (Mitra Market Research )	1	483
22566	2	Jakarta (Mitra Market Research )	1	192
22567	2	Jakarta (Mitra Market Research )	1	637
22568	2	Jakarta (Mitra Market Research )	1	716
22569	2	Jakarta (Mitra Market Research )	1	987
22570	2	Jakarta (Mitra Market Research )	1	702
22571	2	Jakarta (Mitra Market Research )	1	284
22572	2	Jakarta (Mitra Market Research )	1	609
22573	2	Jakarta (Mitra Market Research )	1	124
22574	2	Jakarta (Mitra Market Research )	1	899
22575	2	Jakarta (Mitra Market Research )	1	557
22576	2	Jakarta (Mitra Market Research )	1	747
22577	2	Jakarta (Mitra Market Research )	1	962
22578	2	Jakarta (Mitra Market Research )	1	095
22579	2	Jakarta (Mitra Market Research )	1	036
22580	2	Jakarta (Mitra Market Research )	1	904
