VERNUM	Task	Concept	Var01	Var02	Var03	Var04	Var05	Var06	Var07
18	11	2	17	1	11	5	4	0	1403
18	11	3	18	6	6	2	2	5	8202
18	11	4	4	5	5	3	4	2	7401
18	11	5	15	7	12	13	3	8	9301
18	12	1	4	5	12	9	4	8	7401
18	12	2	3	7	11	6	2	5	9202
18	12	3	19	6	8	1	1	4	8103
18	12	4	11	4	5	2	3	7	6302
18	12	5	13	3	2	12	5	3	5501
18	13	1	3	2	12	13	5	0	4501
18	13	2	8	4	10	14	1	4	6102
18	13	3	14	7	13	5	3	2	9303
18	13	4	20	6	3	17	4	7	8401
18	13	5	12	3	9	12	2	1	5203
18	14	1	6	5	11	4	5	3	7503
18	14	2	10	4	1	14	2	6	6201
18	14	3	1	1	2	10	1	0	1102
18	14	4	7	6	8	7	4	5	8403
18	14	5	2	7	5	8	3	8	9302
18	15	1	11	2	3	1	3	0	4303
18	15	2	9	3	7	6	4	1	5402
18	15	3	5	1	4	2	1	0	1101
18	15	4	3	4	6	16	5	3	6501
18	15	5	13	5	10	3	2	7	7202
19	1	1	1	3	10	11	2	2	5202
19	1	2	10	6	7	10	3	6	8301
19	1	3	9	2	13	9	5	0	4501
19	1	4	19	1	4	15	4	0	1403
19	1	5	4	7	9	17	1	4	9103
19	2	1	20	3	3	16	2	7	5201
19	2	2	4	2	5	4	5	0	4503
19	2	3	11	6	8	8	4	3	8402
19	2	4	6	7	1	2	3	5	9303
19	2	5	15	5	12	7	5	8	7502
19	3	1	16	1	6	1	3	0	1301
19	3	2	17	5	11	3	2	2	7203
19	3	3	8	6	3	14	1	4	8102
19	3	4	5	3	13	13	4	6	5401
19	3	5	18	4	2	5	1	8	6102
19	4	1	14	1	12	15	4	0	1402
19	4	2	18	2	5	9	5	0	4503
19	4	3	12	5	7	12	3	1	7301
19	4	4	2	7	1	6	1	6	9102
19	4	5	7	4	4	16	2	2	6203
19	5	1	20	2	10	17	3	0	4303
19	5	2	18	1	6	1	2	0	1203
19	5	3	20	3	11	11	5	1	5501
19	5	4	2	7	9	14	4	5	9401
19	5	5	9	5	2	6	1	3	7102
19	6	1	21	2	3	6	4	0	2402
19	6	2	7	4	11	5	3	2	6303
19	6	3	3	5	8	3	1	6	7102
19	6	4	6	6	9	3	2	7	8201
19	6	5	5	1	10	7	2	0	1203
19	7	1	4	5	7	4	4	7	7402
19	7	2	10	2	13	10	3	0	4303
19	7	3	3	1	12	5	2	0	1201
19	7	4	11	4	11	15	1	4	6102
19	7	5	10	6	8	13	5	8	8501
19	8	1	6	2	2	8	3	0	4302
19	8	2	13	7	5	2	1	7	9102
19	8	3	1	3	8	7	4	3	5403
19	8	4	19	6	9	11	3	4	8301
19	8	5	6	4	4	16	5	1	6501
19	9	1	17	7	5	1	2	2	9202
19	9	2	12	4	1	3	2	6	6203
19	9	3	8	3	6	12	5	8	5502
19	9	4	7	6	3	15	1	5	8103
19	9	5	15	1	10	9	4	0	1401
19	10	1	16	1	10	3	2	0	1201
19	10	2	6	3	1	13	4	1	5403
19	10	3	5	5	13	7	1	8	7101
19	10	4	21	2	2	4	5	0	2503
19	10	5	14	6	4	9	3	2	8302
19	11	1	5	4	5	5	2	6	6202
19	11	2	17	1	11	5	4	0	1403
19	11	3	18	6	6	2	2	5	8202
19	11	4	4	5	5	3	4	2	7401
19	11	5	15	7	12	13	3	8	9301
19	12	1	9	3	7	11	2	7	5203
19	12	2	12	7	6	10	3	4	9302
19	12	3	13	5	3	8	1	5	7101
19	12	4	2	4	8	2	5	6	6503
19	12	5	19	1	11	6	4	0	1402
19	13	1	10	5	3	13	4	7	7402
19	13	2	1	2	5	14	3	0	4301
19	13	3	7	6	12	5	5	5	8503
19	13	4	1	4	9	12	2	3	6201
19	13	5	17	7	10	17	1	6	9102
19	14	1	5	2	11	3	5	0	4503
19	14	2	11	5	7	7	4	1	7403
19	14	3	15	6	13	5	5	8	8501
19	14	4	4	7	6	11	1	2	9102
19	14	5	14	1	1	15	2	0	1201
19	15	1	16	5	2	6	2	8	7203
19	15	2	7	2	8	10	5	0	4502
19	15	3	5	7	4	16	1	5	9102
19	15	4	3	3	9	17	4	3	5403
19	15	5	8	4	12	2	3	4	6301
20	1	1	20	4	11	9	3	3	6301
20	1	2	16	3	12	1	2	7	5201
20	1	3	19	7	10	12	3	2	9303
20	1	4	13	6	2	4	4	6	8403
20	1	5	18	1	6	8	1	0	1102
20	2	1	17	5	13	10	5	3	7502
20	2	2	2	3	4	1	2	1	5202
20	2	3	7	1	3	8	1	0	1101
20	2	4	11	6	9	14	4	4	8401
20	2	5	12	4	8	2	3	8	6303
20	3	1	9	7	1	7	1	6	9102
20	3	2	5	6	7	17	2	1	8201
20	3	3	21	2	5	6	4	0	2403
20	3	4	15	3	8	14	5	4	5502
20	3	5	18	4	13	11	3	2	6303
20	4	1	1	3	1	15	2	5	5201
20	4	2	8	6	3	5	3	8	8303
20	4	3	2	2	5	13	5	0	4502
20	4	4	14	5	9	12	4	7	7403
20	4	5	10	1	6	4	1	0	1101
20	5	1	1	2	7	1	5	0	4501
20	5	2	6	5	4	3	1	5	7102
20	5	3	4	1	10	7	2	0	1202
20	5	4	3	7	2	16	3	3	9303
20	5	5	20	4	12	9	4	1	6401
20	6	1	21	2	3	6	4	0	2402
20	6	2	7	4	11	5	3	2	6303
20	6	3	3	5	8	3	1	6	7102
20	6	4	6	6	9	3	2	7	8201
20	6	5	5	1	10	7	2	0	1203
20	7	1	1	7	7	16	2	6	9202
20	7	2	10	2	11	14	5	0	4503
20	7	3	17	3	9	2	4	2	5401
20	7	4	6	4	13	10	3	7	6303
20	7	5	10	1	8	9	1	0	1102
20	8	1	22	2	1	17	3	0	3301
20	8	2	7	4	2	13	2	2	6203
20	8	3	5	5	5	15	5	4	7501
20	8	4	12	6	11	4	4	7	8402
20	8	5	13	3	6	8	1	1	5103
20	9	1	3	6	3	12	4	4	8401
20	9	2	19	7	10	3	1	6	9103
20	9	3	18	1	12	11	3	0	1302
20	9	4	20	3	5	6	5	5	5501
20	9	5	2	5	4	5	2	3	7202
20	10	1	4	1	2	1	2	0	1203
20	10	2	5	2	11	6	5	0	4501
20	10	3	14	4	7	8	1	5	6102
20	10	4	8	5	6	15	4	8	7402
20	10	5	9	7	8	17	3	4	9303
20	11	1	5	4	5	5	2	6	6202
20	11	2	17	1	11	5	4	0	1403
20	11	3	18	6	6	2	2	5	8202
20	11	4	4	5	5	3	4	2	7401
20	11	5	15	7	12	13	3	8	9301
20	12	1	18	2	4	16	4	0	4403
20	12	2	15	1	10	7	5	0	1503
20	12	3	19	7	1	5	3	1	9301
20	12	4	16	6	12	11	1	3	8101
20	12	5	11	3	9	2	2	7	5202
20	13	1	9	6	3	14	1	8	8102
20	13	2	9	2	11	3	5	0	4501
20	13	3	14	3	6	4	4	4	5402
20	13	4	11	4	5	9	3	2	6303
20	13	5	20	5	13	13	5	6	7501
20	14	1	7	7	4	12	3	7	9301
20	14	2	12	1	3	10	2	0	1202
20	14	3	2	5	7	4	1	1	7103
20	14	4	3	6	2	14	4	8	8402
20	14	5	8	4	12	8	2	5	6203
20	15	1	6	6	13	6	2	2	8202
20	15	2	5	5	1	12	4	3	7401
20	15	3	1	1	8	7	1	0	1101
20	15	4	15	2	10	5	5	0	4503
20	15	5	17	7	9	9	3	6	9303
